Ord,PK_VISITAS,FECHA,year,loc,specie,n,dis,desp
40362,259,01/07/2009,2009,CAM,Certhia brachydactyla,2,1960,5
40437,207,12/10/2008,2008,CAM,Certhia brachydactyla,1,1470,15
40457,247,12/10/2008,2008,CAN,Certhia brachydactyla,1,945,5
40552,201,11/24/2008,2008,GEN,Certhia brachydactyla,1,1770,15
40635,246,11/18/2008,2008,DIL,Certhia brachydactyla,2,740,15
40832,200,11/03/2008,2008,GEN,Certhia brachydactyla,1,2050,15
40891,179,10/29/2008,2008,DIL,Certhia brachydactyla,1,1007,15
40896,179,10/29/2008,2008,DIL,Certhia brachydactyla,1,1344,5
41027,192,10/21/2008,2008,GEN,Certhia brachydactyla,1,2180,15
41147,185,10/08/2008,2008,DIL,Certhia brachydactyla,1,610,15
41164,191,10/08/2008,2008,GEN,Certhia brachydactyla,1,892,5
41253,183,10/07/2008,2008,CAM,Certhia brachydactyla,1,170,5
41292,183,10/07/2008,2008,CAM,Certhia brachydactyla,1,2420,15
41420,220,09/24/2008,2008,CAN,Certhia brachydactyla,1,1180,35
41427,220,09/24/2008,2008,CAN,Certhia brachydactyla,1,1800,45
41469,173,09/19/2008,2008,CAM,Certhia brachydactyla,1,180,5
41470,173,09/19/2008,2008,CAM,Certhia brachydactyla,1,190,5
41852,215,08/11/2008,2008,CAN,Certhia brachydactyla,1,1705,15
41977,164,08/01/2008,2008,GEN,Certhia brachydactyla,2,384,15
42387,155,07/02/2008,2008,GEN,Certhia brachydactyla,1,327,5
42415,155,07/02/2008,2008,GEN,Certhia brachydactyla,1,2190,5
42450,142,07/01/2008,2008,CAM,Certhia brachydactyla,1,820,5
42503,129,06/27/2008,2008,DIL,Certhia brachydactyla,1,710,45
42508,129,06/27/2008,2008,DIL,Certhia brachydactyla,1,977,45
42693,135,06/18/2008,2008,CAN,Certhia brachydactyla,3,990,15
42699,135,06/18/2008,2008,CAN,Certhia brachydactyla,1,1260,45
42703,135,06/18/2008,2008,CAN,Certhia brachydactyla,1,1470,5
42710,135,06/18/2008,2008,CAN,Certhia brachydactyla,1,1830,35
42712,135,06/18/2008,2008,CAN,Certhia brachydactyla,1,1950,45
42718,135,06/18/2008,2008,CAN,Certhia brachydactyla,1,2230,15
42864,125,06/16/2008,2008,GEN,Certhia brachydactyla,1,252,5
42888,125,06/16/2008,2008,GEN,Certhia brachydactyla,1,2230,5
43045,128,06/10/2008,2008,DIL,Certhia brachydactyla,1,465,25
43052,128,06/10/2008,2008,DIL,Certhia brachydactyla,1,690,15
43061,128,06/10/2008,2008,DIL,Certhia brachydactyla,1,1050,15
43223,124,06/05/2008,2008,GEN,Certhia brachydactyla,1,190,5
43322,134,06/04/2008,2008,CAN,Certhia brachydactyla,1,1405,45
43327,134,06/04/2008,2008,CAN,Certhia brachydactyla,1,1535,45
43334,134,06/04/2008,2008,CAN,Certhia brachydactyla,1,1855,45
43341,134,06/04/2008,2008,CAN,Certhia brachydactyla,1,2090,35
43343,134,06/04/2008,2008,CAN,Certhia brachydactyla,1,2110,25
43347,134,06/04/2008,2008,CAN,Certhia brachydactyla,1,2270,35
43354,134,06/04/2008,2008,CAN,Certhia brachydactyla,1,2380,45
43360,134,06/04/2008,2008,CAN,Certhia brachydactyla,1,2480,25
43459,118,06/03/2008,2008,CAM,Certhia brachydactyla,1,140,5
43473,118,06/03/2008,2008,CAM,Certhia brachydactyla,1,730,25
43552,98,05/28/2008,2008,DIL,Certhia brachydactyla,1,548,15
44085,99,05/13/2008,2008,GEN,Certhia brachydactyla,1,260,15
44176,97,05/12/2008,2008,DIL,Certhia brachydactyla,1,1210,25
44259,93,05/07/2008,2008,CAN,Certhia brachydactyla,1,1600,5
44263,93,05/07/2008,2008,CAN,Certhia brachydactyla,1,1620,5
44482,90,04/25/2008,2008,DIL,Certhia brachydactyla,1,515,5
44499,90,04/25/2008,2008,DIL,Certhia brachydactyla,1,876,35
44510,90,04/25/2008,2008,DIL,Certhia brachydactyla,1,980,5
44528,90,04/25/2008,2008,DIL,Certhia brachydactyla,1,1360,5
44541,90,04/25/2008,2008,DIL,Certhia brachydactyla,1,1940,35
44576,72,04/23/2008,2008,CAM,Certhia brachydactyla,1,140,5
44647,86,04/22/2008,2008,CAN,Certhia brachydactyla,1,836,15
44812,89,04/15/2008,2008,DIL,Certhia brachydactyla,1,1200,5
44813,89,04/15/2008,2008,DIL,Certhia brachydactyla,1,1200,25
44819,89,04/15/2008,2008,DIL,Certhia brachydactyla,1,1370,15
44854,78,04/15/2008,2008,GEN,Certhia brachydactyla,1,2260,5
44868,71,04/15/2008,2008,CAM,Certhia brachydactyla,1,310,15
45206,52,03/26/2008,2008,GEN,Certhia brachydactyla,1,200,5
45286,44,03/25/2008,2008,CAM,Certhia brachydactyla,2,15,5
45291,44,03/25/2008,2008,CAM,Certhia brachydactyla,1,180,5
45301,44,03/25/2008,2008,CAM,Certhia brachydactyla,1,770,5
45315,44,03/25/2008,2008,CAM,Certhia brachydactyla,1,1730,5
45446,51,03/13/2008,2008,GEN,Certhia brachydactyla,2,80,5
45473,51,03/13/2008,2008,GEN,Certhia brachydactyla,1,2130,5
512,1732,08/13/2019,2019,DIL,Cinclus cinclus,2,0,.
614,1736,07/17/2019,2019,DIL,Cinclus cinclus,1,0,.
665,1740,07/04/2019,2019,CAM,Cinclus cinclus,1,0,.
913,1737,05/03/2019,2019,DIL,Cinclus cinclus,1,0,.
1050,1741,04/02/2019,2019,DIL,Cinclus cinclus,1,0,.
1906,1535,10/15/2018,2018,DIL,Cinclus cinclus,1,0,0
2205,1534,09/12/2018,2018,DIL,Cinclus cinclus,1,0,10
2308,1532,08/14/2018,2018,DIL,Cinclus cinclus,1,10,0
2517,1533,07/31/2018,2018,DIL,Cinclus cinclus,1,0,0
2689,1564,07/24/2018,2018,CAM,Cinclus cinclus,1,0,0
3604,1451,01/31/2018,2018,DIL,Cinclus cinclus,1,0,.
4723,1441,08/09/2017,2017,DIL,Cinclus cinclus,1,0,.
4835,1440,07/26/2017,2017,DIL,Cinclus cinclus,1,10,.
4942,1439,07/11/2017,2017,DIL,Cinclus cinclus,1,10,.
7686,1351,09/16/2016,2016,DIL,Cinclus cinclus,1,22,20
8314,1347,07/07/2016,2016,DIL,Cinclus cinclus,1,185,40
9541,1341,04/26/2016,2016,DIL,Cinclus cinclus,1,105,20
10269,1315,02/04/2016,2016,DIL,Cinclus cinclus,1,150,5
10277,1315,02/04/2016,2016,DIL,Cinclus cinclus,1,29,5
11602,1213,09/30/2015,2015,DIL,Cinclus cinclus,1,112,20
12617,1203,07/16/2015,2015,DIL,Cinclus cinclus,1,70,20
13450,1248,06/08/2015,2015,CAM,Cinclus cinclus,3,2270,5
14853,1246,04/08/2015,2015,CAM,Cinclus cinclus,1,2290,5
17246,1118,08/08/2014,2014,CAM,Cinclus cinclus,2,2400,5
19495,1117,04/10/2014,2014,CAM,Cinclus cinclus,2,2200,5
20061,1003,12/16/2013,2013,DIL,Cinclus cinclus,1,31,15
20811,963,10/05/2013,2013,CAM,Cinclus cinclus,1,2270,5
21190,962,09/10/2013,2013,CAM,Cinclus cinclus,2,2090,25
23233,958,05/10/2013,2013,CAM,Cinclus cinclus,1,2370,5
23823,957,04/12/2013,2013,CAM,Cinclus cinclus,2,2410,5
25575,695,09/18/2012,2012,DIL,Cinclus cinclus,1,1,5
26503,664,07/05/2012,2012,DIL,Cinclus cinclus,2,117,35
33417,525,11/04/2010,2010,DIL,Cinclus cinclus,1,135,15
33952,510,09/16/2010,2010,CAM,Cinclus cinclus,1,2294,25
13683,1149,06/03/2015,2015,DIL,Clamator glandarius,1,1500,40
20017,1114,01/18/2014,2014,CAM,Clamator glandarius,1,60,15
24377,848,01/29/2013,2013,GEN,Clamator glandarius,1,470,35
27355,641,05/23/2012,2012,DIL,Clamator glandarius,1,377,35
3505,1453,02/16/2018,2018,CAM,Coccothraustes coccothraustes,2,10,.
3511,1453,02/16/2018,2018,CAM,Coccothraustes coccothraustes,4,0,.
6570,1500,02/21/2017,2017,CAM,Coccothraustes coccothraustes,1,1175,0
6601,1500,02/21/2017,2017,CAM,Coccothraustes coccothraustes,2,142,0
33420,525,11/04/2010,2010,DIL,Coccothraustes coccothraustes,2,890,5
38009,334,07/27/2009,2009,CAM,Coccothraustes coccothraustes,2,90,5
38823,312,05/22/2009,2009,DIL,Coccothraustes coccothraustes,1,1290,5
40427,207,12/10/2008,2008,CAM,Coccothraustes coccothraustes,1,95,5
43495,118,06/03/2008,2008,CAM,Coccothraustes coccothraustes,1,1530,5
43497,118,06/03/2008,2008,CAM,Coccothraustes coccothraustes,1,1580,5
421,1749,08/30/2019,2019,GEN,Columba palumbus,2,0,.
601,1736,07/17/2019,2019,DIL,Columba palumbus,3,0,.
667,1740,07/04/2019,2019,CAM,Columba palumbus,41,0,.
730,1697,06/28/2019,2019,GEN,Columba palumbus,1,0,.
1026,1739,04/04/2019,2019,CAM,Columba palumbus,5,0,.
1113,1726,03/19/2019,2019,CAM,Columba palumbus,7,0,.
1220,1635,02/15/2019,2019,GEN,Columba palumbus,1,0,.
1252,1742,02/14/2019,2019,CAM,Columba palumbus,28,0,.
1353,1747,01/09/2019,2019,CAM,Columba palumbus,18,0,.
1491,1573,12/11/2018,2018,CAM,Columba palumbus,6,2091,0
1512,1573,12/11/2018,2018,CAM,Columba palumbus,1,212,0
1635,1571,11/15/2018,2018,CAM,Columba palumbus,9,1075,0
1808,1569,10/23/2018,2018,CAM,Columba palumbus,156,1906,10
1813,1569,10/23/2018,2018,CAM,Columba palumbus,90,1196,10
1818,1569,10/23/2018,2018,CAM,Columba palumbus,10,2811,0
1832,1569,10/23/2018,2018,CAM,Columba palumbus,15,512,30
2037,1594,09/25/2018,2018,GEN,Columba palumbus,3,237,0
2135,1565,09/15/2018,2018,CAM,Columba palumbus,7,2777,30
2423,1562,08/09/2018,2018,CAM,Columba palumbus,1,1873,0
2435,1562,08/09/2018,2018,CAM,Columba palumbus,1,2013,0
2441,1562,08/09/2018,2018,CAM,Columba palumbus,1,2979,0
2509,1533,07/31/2018,2018,DIL,Columba palumbus,1,3199,0
2601,1570,07/30/2018,2018,GEN,Columba palumbus,1,129,10
2655,1564,07/24/2018,2018,CAM,Columba palumbus,3,2473,10
2680,1564,07/24/2018,2018,CAM,Columba palumbus,2,1720,0
2682,1564,07/24/2018,2018,CAM,Columba palumbus,2,500,10
2683,1564,07/24/2018,2018,CAM,Columba palumbus,1,2481,0
3503,1567,02/18/2018,2018,CAN,Columba palumbus,3,300,0
3516,1453,02/16/2018,2018,CAM,Columba palumbus,9,10,.
3526,1453,02/16/2018,2018,CAM,Columba palumbus,12,0,.
4277,1445,09/28/2017,2017,GEN,Columba palumbus,1,1969,40
4284,1445,09/28/2017,2017,GEN,Columba palumbus,1,241,20
4647,1499,08/16/2017,2017,GEN,Columba palumbus,1,1702,30
4650,1499,08/16/2017,2017,GEN,Columba palumbus,2,878,30
4716,1441,08/09/2017,2017,DIL,Columba palumbus,2,10,.
4724,1441,08/09/2017,2017,DIL,Columba palumbus,2,0,.
5185,1444,06/29/2017,2017,GEN,Columba palumbus,4,0,.
6172,1412,03/30/2017,2017,DIL,Columba palumbus,1,335,5
6400,1492,02/27/2017,2017,DIL,Columba palumbus,1,1740,30
7509,1328,09/30/2016,2016,CAN,Columba palumbus,2,1890,10
7967,1327,08/14/2016,2016,CAN,Columba palumbus,1,1720,10
7975,1417,08/11/2016,2016,DIL,Columba palumbus,2,906,40
7988,1417,08/11/2016,2016,DIL,Columba palumbus,1,838,5
7997,1417,08/11/2016,2016,DIL,Columba palumbus,3,953,40
8010,1417,08/11/2016,2016,DIL,Columba palumbus,2,1566,40
10246,1263,02/09/2016,2016,CAM,Columba palumbus,1,126,35
10262,1263,02/09/2016,2016,CAM,Columba palumbus,12,1420,5
11394,1252,10/20/2015,2015,CAM,Columba palumbus,2,620,25
11917,1179,09/10/2015,2015,CAN,Columba palumbus,1,93,5
11927,1179,09/10/2015,2015,CAN,Columba palumbus,1,1494,40
11955,1179,09/10/2015,2015,CAN,Columba palumbus,1,816,5
12027,1251,09/10/2015,2015,CAM,Columba palumbus,1,1780,5
12100,1192,08/19/2015,2015,GEN,Columba palumbus,1,1885,5
12108,1192,08/19/2015,2015,GEN,Columba palumbus,1,2500,40
12117,1192,08/19/2015,2015,GEN,Columba palumbus,1,2433,20
12123,1192,08/19/2015,2015,GEN,Columba palumbus,5,1222,5
12126,1192,08/19/2015,2015,GEN,Columba palumbus,1,1413,20
12147,1192,08/19/2015,2015,GEN,Columba palumbus,1,827,40
12453,1165,08/04/2015,2015,CAN,Columba palumbus,3,1943,40
14249,1254,05/10/2015,2015,CAM,Columba palumbus,3,2250,15
14330,1184,05/07/2015,2015,DIL,Columba palumbus,1,615,40
14688,1142,04/13/2015,2015,CAN,Columba palumbus,3,2026,5
14861,1246,04/08/2015,2015,CAM,Columba palumbus,1,1640,15
15612,1123,12/06/2014,2014,CAM,Columba palumbus,1,2410,25
15891,1122,11/20/2014,2014,CAM,Columba palumbus,2,2300,25
16920,1054,08/29/2014,2014,GEN,Columba palumbus,2,2291,5
17117,1121,08/18/2014,2014,CAM,Columba palumbus,1,2240,15
17264,1118,08/08/2014,2014,CAM,Columba palumbus,1,2360,15
17373,1094,07/24/2014,2014,GEN,Columba palumbus,1,1377,45
17380,1094,07/24/2014,2014,GEN,Columba palumbus,1,2378,5
17770,1034,07/01/2014,2014,CAN,Columba palumbus,1,2434,5
18514,1083,06/05/2014,2014,CAN,Columba palumbus,1,352,5
19283,1013,04/14/2014,2014,GEN,Columba palumbus,1,1288,45
19316,1013,04/14/2014,2014,GEN,Columba palumbus,1,1250,45
19428,1078,04/10/2014,2014,DIL,Columba palumbus,2,2130,45
20385,964,11/06/2013,2013,CAM,Columba palumbus,1,2310,25
20763,963,10/05/2013,2013,CAM,Columba palumbus,1,10,5
20802,963,10/05/2013,2013,CAM,Columba palumbus,1,1660,15
20817,963,10/05/2013,2013,CAM,Columba palumbus,1,2450,25
20913,988,09/27/2013,2013,CAN,Columba palumbus,1,520,5
20925,988,09/27/2013,2013,CAN,Columba palumbus,1,560,5
20928,988,09/27/2013,2013,CAN,Columba palumbus,1,1550,5
20951,872,09/27/2013,2013,CAN,Columba palumbus,1,520,5
20958,872,09/27/2013,2013,CAN,Columba palumbus,1,1550,5
20971,872,09/27/2013,2013,CAN,Columba palumbus,1,560,5
21529,961,08/08/2013,2013,CAM,Columba palumbus,1,1620,25
21870,854,07/17/2013,2013,GEN,Columba palumbus,1,1020,5
21885,854,07/17/2013,2013,GEN,Columba palumbus,2,1070,45
21984,960,07/10/2013,2013,CAM,Columba palumbus,1,200,25
22251,869,06/28/2013,2013,CAN,Columba palumbus,1,1675,5
22597,959,06/10/2013,2013,CAM,Columba palumbus,2,180,15
22642,959,06/10/2013,2013,CAM,Columba palumbus,1,2240,5
22820,868,05/30/2013,2013,CAN,Columba palumbus,1,630,5
22844,868,05/30/2013,2013,CAN,Columba palumbus,1,700,25
23210,958,05/10/2013,2013,CAM,Columba palumbus,1,960,5
23221,958,05/10/2013,2013,CAM,Columba palumbus,1,1310,5
24283,850,02/08/2013,2013,GEN,Columba palumbus,8,206,45
24508,843,12/19/2012,2012,DIL,Columba palumbus,2,1404,5
24520,843,12/19/2012,2012,DIL,Columba palumbus,1,1404,45
25981,678,08/06/2012,2012,DIL,Columba palumbus,1,1118,5
25994,678,08/06/2012,2012,DIL,Columba palumbus,1,1200,5
26676,655,06/18/2012,2012,CAN,Columba palumbus,2,9,45
27931,631,04/23/2012,2012,DIL,Columba palumbus,2,1442,35
28003,630,04/23/2012,2012,CAN,Columba palumbus,1,455,35
28033,630,04/23/2012,2012,CAN,Columba palumbus,1,170,35
29187,805,11/23/2011,2011,CAM,Columba palumbus,2,2208,35
29193,805,11/23/2011,2011,CAM,Columba palumbus,1,380,35
29196,805,11/23/2011,2011,CAM,Columba palumbus,1,520,25
29197,805,11/23/2011,2011,CAM,Columba palumbus,1,410,35
29577,572,10/18/2011,2011,GEN,Columba palumbus,6,1820,5
30009,570,09/22/2011,2011,GEN,Columba palumbus,12,2440,45
30084,784,09/16/2011,2011,DIL,Columba palumbus,1,414,5
30091,784,09/16/2011,2011,DIL,Columba palumbus,1,414,5
30115,784,09/16/2011,2011,DIL,Columba palumbus,1,750,35
30233,769,08/26/2011,2011,CAM,Columba palumbus,2,1878,25
30242,769,08/26/2011,2011,CAM,Columba palumbus,2,1252,35
30272,568,08/25/2011,2011,GEN,Columba palumbus,14,1950,5
30277,568,08/25/2011,2011,GEN,Columba palumbus,1,180,25
30279,568,08/25/2011,2011,GEN,Columba palumbus,1,1350,45
30337,772,08/16/2011,2011,DIL,Columba palumbus,1,473,5
30349,772,08/16/2011,2011,DIL,Columba palumbus,2,1176,5
30352,772,08/16/2011,2011,DIL,Columba palumbus,3,900,5
30371,772,08/16/2011,2011,DIL,Columba palumbus,2,870,5
30375,772,08/16/2011,2011,DIL,Columba palumbus,1,1642,45
30728,759,07/26/2011,2011,DIL,Columba palumbus,2,1620,45
31002,756,07/08/2011,2011,CAM,Columba palumbus,1,2287,25
31009,756,07/08/2011,2011,CAM,Columba palumbus,1,872,25
31184,743,06/28/2011,2011,DIL,Columba palumbus,1,1820,15
31248,752,06/25/2011,2011,CAM,Columba palumbus,1,2022,25
31261,752,06/25/2011,2011,CAM,Columba palumbus,2,675,25
31917,734,05/22/2011,2011,CAM,Columba palumbus,1,175,5
31920,734,05/22/2011,2011,CAM,Columba palumbus,1,1475,35
31947,734,05/22/2011,2011,CAM,Columba palumbus,1,1209,25
32246,563,05/06/2011,2011,GEN,Columba palumbus,2,2210,15
32287,729,04/25/2011,2011,CAM,Columba palumbus,2,1250,25
32303,729,04/25/2011,2011,CAM,Columba palumbus,2,418,15
32495,731,04/14/2011,2011,DIL,Columba palumbus,1,520,45
32769,726,03/22/2011,2011,CAM,Columba palumbus,2,275,25
33121,545,01/11/2011,2011,CAN,Columba palumbus,1,1560,5
33931,510,09/16/2010,2010,CAM,Columba palumbus,2,2456,15
33938,510,09/16/2010,2010,CAM,Columba palumbus,1,1845,25
33942,510,09/16/2010,2010,CAM,Columba palumbus,1,1570,25
34103,721,08/25/2010,2010,CAM,Columba palumbus,1,1507,15
34104,721,08/25/2010,2010,CAM,Columba palumbus,1,844,25
34117,721,08/25/2010,2010,CAM,Columba palumbus,1,678,15
34126,721,08/25/2010,2010,CAM,Columba palumbus,1,419,35
34163,496,08/24/2010,2010,GEN,Columba palumbus,1,1220,5
34249,719,08/20/2010,2010,DIL,Columba palumbus,1,1320,45
34756,490,07/12/2010,2010,CAM,Columba palumbus,1,230,25
34766,490,07/12/2010,2010,CAM,Columba palumbus,1,602,15
34773,490,07/12/2010,2010,CAM,Columba palumbus,1,748,35
34790,490,07/12/2010,2010,CAM,Columba palumbus,1,1347,25
34804,490,07/12/2010,2010,CAM,Columba palumbus,1,2122,25
35058,478,06/23/2010,2010,CAM,Columba palumbus,1,77,25
35071,478,06/23/2010,2010,CAM,Columba palumbus,1,392,25
35077,478,06/23/2010,2010,CAM,Columba palumbus,1,633,15
35092,478,06/23/2010,2010,CAM,Columba palumbus,2,1287,35
35113,478,06/23/2010,2010,CAM,Columba palumbus,1,2002,25
35118,478,06/23/2010,2010,CAM,Columba palumbus,2,2327,25
35293,470,06/14/2010,2010,DIL,Columba palumbus,2,1240,45
35300,470,06/14/2010,2010,DIL,Columba palumbus,1,1530,5
35772,466,05/18/2010,2010,CAM,Columba palumbus,1,125,25
35783,466,05/18/2010,2010,CAM,Columba palumbus,2,418,25
35807,466,05/18/2010,2010,CAM,Columba palumbus,1,1134,25
35811,466,05/18/2010,2010,CAM,Columba palumbus,2,1263,5
35817,466,05/18/2010,2010,CAM,Columba palumbus,1,1423,25
36099,445,04/21/2010,2010,CAM,Columba palumbus,2,100,15
36119,445,04/21/2010,2010,CAM,Columba palumbus,1,270,25
36158,445,04/21/2010,2010,CAM,Columba palumbus,2,1900,15
36288,448,04/19/2010,2010,CAN,Columba palumbus,1,2010,5
36324,449,04/18/2010,2010,GEN,Columba palumbus,1,1200,45
36982,378,11/05/2009,2009,CAM,Columba palumbus,1,710,15
37103,376,10/17/2009,2009,CAM,Columba palumbus,3,304,45
37108,376,10/17/2009,2009,CAM,Columba palumbus,1,470,5
37111,376,10/17/2009,2009,CAM,Columba palumbus,1,581,45
37116,376,10/17/2009,2009,CAM,Columba palumbus,3,960,45
37120,376,10/17/2009,2009,CAM,Columba palumbus,3,1280,35
37121,376,10/17/2009,2009,CAM,Columba palumbus,2,1460,35
37122,376,10/17/2009,2009,CAM,Columba palumbus,5,1480,45
37123,376,10/17/2009,2009,CAM,Columba palumbus,24,1650,15
37126,376,10/17/2009,2009,CAM,Columba palumbus,8,1930,45
37264,372,10/01/2009,2009,GEN,Columba palumbus,3,1080,45
37267,372,10/01/2009,2009,GEN,Columba palumbus,1,1240,45
37274,372,10/01/2009,2009,GEN,Columba palumbus,3,1790,45
37389,359,09/24/2009,2009,CAM,Columba palumbus,1,1820,5
37477,369,09/22/2009,2009,GEN,Columba palumbus,1,70,25
37489,369,09/22/2009,2009,GEN,Columba palumbus,2,2040,45
37548,364,09/17/2009,2009,CAM,Columba palumbus,2,170,15
37565,364,09/17/2009,2009,CAM,Columba palumbus,2,1600,35
37568,364,09/17/2009,2009,CAM,Columba palumbus,2,1690,15
37569,364,09/17/2009,2009,CAM,Columba palumbus,13,1720,45
37775,356,08/13/2009,2009,CAM,Columba palumbus,1,470,45
37786,356,08/13/2009,2009,CAM,Columba palumbus,1,1280,35
37891,392,08/09/2009,2009,DIL,Columba palumbus,4,752,45
37895,392,08/09/2009,2009,DIL,Columba palumbus,4,1130,45
37907,392,08/09/2009,2009,DIL,Columba palumbus,1,1440,5
38017,334,07/27/2009,2009,CAM,Columba palumbus,1,277,45
38020,334,07/27/2009,2009,CAM,Columba palumbus,1,495,35
38021,334,07/27/2009,2009,CAM,Columba palumbus,1,769,45
38024,334,07/27/2009,2009,CAM,Columba palumbus,3,1330,25
38040,343,07/21/2009,2009,DIL,Columba palumbus,2,465,35
38362,320,06/30/2009,2009,CAM,Columba palumbus,2,957,15
38369,320,06/30/2009,2009,CAM,Columba palumbus,2,1380,5
38375,320,06/30/2009,2009,CAM,Columba palumbus,1,1700,5
38424,327,06/27/2009,2009,DIL,Columba palumbus,1,1480,45
38964,299,05/13/2009,2009,CAM,Columba palumbus,1,360,45
38966,299,05/13/2009,2009,CAM,Columba palumbus,1,460,15
38977,299,05/13/2009,2009,CAM,Columba palumbus,1,1220,5
39385,294,04/20/2009,2009,DIL,Columba palumbus,2,483,0
39451,284,04/14/2009,2009,CAM,Columba palumbus,1,1220,5
39466,284,04/14/2009,2009,CAM,Columba palumbus,1,1730,45
39471,284,04/14/2009,2009,CAM,Columba palumbus,2,2000,5
39481,289,04/14/2009,2009,GEN,Columba palumbus,3,212,25
39660,288,04/02/2009,2009,GEN,Columba palumbus,1,1000,45
39693,283,04/01/2009,2009,CAM,Columba palumbus,2,922,45
40045,270,02/23/2009,2009,CAM,Columba palumbus,1,130,5
40755,198,11/09/2008,2008,CAM,Columba palumbus,3,233,45
40768,198,11/09/2008,2008,CAM,Columba palumbus,1,1350,35
40894,179,10/29/2008,2008,DIL,Columba palumbus,2,1260,45
40899,180,10/29/2008,2008,CAM,Columba palumbus,21,160,45
41259,183,10/07/2008,2008,CAM,Columba palumbus,5,700,15
41262,183,10/07/2008,2008,CAM,Columba palumbus,2,800,15
41271,183,10/07/2008,2008,CAM,Columba palumbus,6,1200,15
41276,183,10/07/2008,2008,CAM,Columba palumbus,40,1350,45
41277,183,10/07/2008,2008,CAM,Columba palumbus,3,1370,5
41279,183,10/07/2008,2008,CAM,Columba palumbus,6,1400,5
41281,183,10/07/2008,2008,CAM,Columba palumbus,2,1420,5
41283,183,10/07/2008,2008,CAM,Columba palumbus,1,1620,5
41284,183,10/07/2008,2008,CAM,Columba palumbus,1,1680,15
41424,220,09/24/2008,2008,CAN,Columba palumbus,2,1690,5
41429,220,09/24/2008,2008,CAN,Columba palumbus,1,1860,35
41465,173,09/19/2008,2008,CAM,Columba palumbus,1,130,45
41478,173,09/19/2008,2008,CAM,Columba palumbus,11,1070,15
41486,173,09/19/2008,2008,CAM,Columba palumbus,1,1240,45
41545,171,09/12/2008,2008,DIL,Columba palumbus,5,420,45
41556,171,09/12/2008,2008,DIL,Columba palumbus,1,760,5
41562,171,09/12/2008,2008,DIL,Columba palumbus,2,1120,15
41569,171,09/12/2008,2008,DIL,Columba palumbus,1,1250,5
41586,176,09/12/2008,2008,GEN,Columba palumbus,1,1550,25
41591,176,09/12/2008,2008,GEN,Columba palumbus,1,1790,5
41592,176,09/12/2008,2008,GEN,Columba palumbus,1,1830,25
41753,162,08/20/2008,2008,CAM,Columba palumbus,1,310,15
41755,162,08/20/2008,2008,CAM,Columba palumbus,2,620,45
41764,162,08/20/2008,2008,CAM,Columba palumbus,1,970,45
41781,162,08/20/2008,2008,CAM,Columba palumbus,1,2190,5
42095,157,07/14/2008,2008,CAN,Columba palumbus,1,2100,35
42108,158,07/11/2008,2008,DIL,Columba palumbus,1,1300,45
42109,158,07/11/2008,2008,DIL,Columba palumbus,1,1320,45
42113,158,07/11/2008,2008,DIL,Columba palumbus,1,1400,5
42394,155,07/02/2008,2008,GEN,Columba palumbus,1,940,45
42402,155,07/02/2008,2008,GEN,Columba palumbus,1,1670,5
42444,142,07/01/2008,2008,CAM,Columba palumbus,1,680,5
42445,142,07/01/2008,2008,CAM,Columba palumbus,2,740,45
42459,142,07/01/2008,2008,CAM,Columba palumbus,1,1510,5
42462,142,07/01/2008,2008,CAM,Columba palumbus,1,1740,15
42476,142,07/01/2008,2008,CAM,Columba palumbus,2,2320,45
42505,129,06/27/2008,2008,DIL,Columba palumbus,2,825,15
42510,129,06/27/2008,2008,DIL,Columba palumbus,1,1150,45
42680,135,06/18/2008,2008,CAN,Columba palumbus,1,160,25
42689,135,06/18/2008,2008,CAN,Columba palumbus,2,800,5
42898,125,06/16/2008,2008,GEN,Columba palumbus,5,2490,45
42906,119,06/16/2008,2008,CAM,Columba palumbus,1,350,35
42910,119,06/16/2008,2008,CAM,Columba palumbus,1,730,15
42935,119,06/16/2008,2008,CAM,Columba palumbus,1,1710,5
42936,119,06/16/2008,2008,CAM,Columba palumbus,1,1830,45
43229,124,06/05/2008,2008,GEN,Columba palumbus,1,280,5
43236,124,06/05/2008,2008,GEN,Columba palumbus,1,370,5
43297,134,06/04/2008,2008,CAN,Columba palumbus,1,337,35
43346,134,06/04/2008,2008,CAN,Columba palumbus,1,2270,45
43503,118,06/03/2008,2008,CAM,Columba palumbus,2,1650,5
43588,98,05/28/2008,2008,DIL,Columba palumbus,2,1410,15
43602,98,05/28/2008,2008,DIL,Columba palumbus,1,2130,5
43672,108,05/26/2008,2008,CAM,Columba palumbus,1,410,15
43686,108,05/26/2008,2008,CAM,Columba palumbus,1,750,5
43699,108,05/26/2008,2008,CAM,Columba palumbus,2,1260,5
43747,94,05/21/2008,2008,CAN,Columba palumbus,1,300,35
43989,107,05/15/2008,2008,CAM,Columba palumbus,2,380,15
43999,107,05/15/2008,2008,CAM,Columba palumbus,2,803,15
44011,107,05/15/2008,2008,CAM,Columba palumbus,2,1390,5
44023,107,05/15/2008,2008,CAM,Columba palumbus,1,1770,45
44027,107,05/15/2008,2008,CAM,Columba palumbus,2,1950,0
44180,97,05/12/2008,2008,DIL,Columba palumbus,6,1320,45
44491,90,04/25/2008,2008,DIL,Columba palumbus,1,620,15
44535,90,04/25/2008,2008,DIL,Columba palumbus,2,1530,45
44571,72,04/23/2008,2008,CAM,Columba palumbus,1,60,15
